poll_id,survey_date,surveyor,client,method,sample_size,region,target,response_rate,margin_of_error,confidence_level,weighting,candidate_name,party,support_rate
67,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),서영석,국민의힘,24.1
67,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),서진웅,더불어민주당,9.3
67,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),한병환,더불어민주당,6.3
67,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),곽내경,국민의힘,4.9
68,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),조용익,더불어민주당,28.7
68,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),서진웅,더불어민주당,15.8
68,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),한병환,더불어민주당,9.6
69,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),서영석,국민의힘,30
69,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),501,경기도 부천시,부천시 거주 만 18세 이상 남녀,6%,±4.4%p,95%,성·연령·지역별 가중(셀가중),곽내경,국민의힘,12.4
70,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김영록,더불어민주당,21.3
70,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),주철현,더불어민주당,19.6
70,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),신정훈,더불어민주당,12.3
70,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이개호,더불어민주당,6.9
70,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),서삼석,더불어민주당,1.3
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),노관규,무소속,27.5
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),오하근,더불어민주당,21.8
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),손훈모,더불어민주당,11.8
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),허석,더불어민주당,10.3
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),서동욱,더불어민주당,10.1
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이성수,진보당,7.2
71,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이복남,조국혁신당,1.9
72,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),손훈모,더불어민주당,37.4
72,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),노관규,무소속,31.5
73,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),오하근,더불어민주당,37.8
73,2026-01-24~25,조원씨앤아이,스트레이트뉴스,무선 ARS 전화조사 (가상번호 100%),505,전라남도 순천시,순천시 거주 만 18세 이상 남녀,7.70%,±4.4%p,95%,성·연령·지역별 가중(셀가중),노관규,무소속,34.9
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),김영규,더불어민주당,13.8
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),김창주,무소속,5
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),명창환,조국혁신당,12.4
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),백인숙,더불어민주당,5.2
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),서영학,더불어민주당,7.4
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),이광일,더불어민주당,8.2
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),이상우,조국혁신당,4.4
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),정기명,더불어민주당,15.7
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),주종섭,더불어민주당,5
74,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),한문섭,더불어민주당,3.8
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),김영규,더불어민주당,16.8
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),백인숙,더불어민주당,5.9
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),서영학,더불어민주당,11.1
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),이광일,더불어민주당,10
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),정기명,더불어민주당,16.7
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),주종섭,더불어민주당,7.2
75,2026-01-30~31,한길리서치,여수신문/까치정보신문/뉴스탑전남,무선 ARS 전화조사 (가상번호 100%),512,전라남도 여수시,여수시 거주 만 18세 이상 남녀,6.20%,±4.3%p,95%,성·연령·지역별 가중(셀가중),한문선,더불어민주당,6.5
76,2026-01-30~31,(주)리서치뷰,포천일보,무선 ARS 전화조사 (가상번호 100%),1000,경기도 포천시,포천시 거주 만 18세 이상 남녀,6.80%,±3.1%p,95%,성·연령·지역별 가중(셀가중),박윤국,더불어민주당,42.5
76,2026-01-30~31,(주)리서치뷰,포천일보,무선 ARS 전화조사 (가상번호 100%),1000,경기도 포천시,포천시 거주 만 18세 이상 남녀,6.80%,±3.1%p,95%,성·연령·지역별 가중(셀가중),백영현,국민의힘,44.8
77,2026-01-30~31,(주)리서치뷰,포천일보,무선 ARS 전화조사 (가상번호 100%),1000,경기도 포천시,포천시 거주 만 18세 이상 남녀,6.80%,±3.1%p,95%,성·연령·지역별 가중(셀가중),연제창,더불어민주당,37.2
77,2026-01-30~31,(주)리서치뷰,포천일보,무선 ARS 전화조사 (가상번호 100%),1000,경기도 포천시,포천시 거주 만 18세 이상 남녀,6.80%,±3.1%p,95%,성·연령·지역별 가중(셀가중),백영현,국민의힘,45
78,2026-01-30~31,(주)리서치뷰,포천일보,무선 ARS 전화조사 (가상번호 100%),1000,경기도 포천시,포천시 거주 만 18세 이상 남녀,6.80%,±3.1%p,95%,성·연령·지역별 가중(셀가중),손세화,더불어민주당,30.4
78,2026-01-30~31,(주)리서치뷰,포천일보,무선 ARS 전화조사 (가상번호 100%),1000,경기도 포천시,포천시 거주 만 18세 이상 남녀,6.80%,±3.1%p,95%,성·연령·지역별 가중(셀가중),백영현,국민의힘,48.7
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),문대림,더불어민주당,19
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),오영훈,더불어민주당,19
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),위성곤,더불어민주당,13
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),고기철,국민의힘,8
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),송재호,더불어민주당,7
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),문성유,국민의힘,4
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김승욱,국민의힘,2
79,2026-01-31~02-01,(주)코리아리서치인터내셔널,제주의소리/제주일보/제주MBC/제주CBS/제주투데이,CATI,801,제주특별자치도,제주도 거주 만 18세 이상 남녀,16.80%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김명호,국민의힘,1
80,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),702,전라북도 전주시,전주시 거주 만 18세 이상 남녀,9.40%,±3.7%p,95%,성·연령·지역별 가중(셀가중),우범기,더불어민주당,31
80,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),702,전라북도 전주시,전주시 거주 만 18세 이상 남녀,9.40%,±3.7%p,95%,성·연령·지역별 가중(셀가중),조지훈,더불어민주당,18.8
80,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),702,전라북도 전주시,전주시 거주 만 18세 이상 남녀,9.40%,±3.7%p,95%,성·연령·지역별 가중(셀가중),국주영은,더불어민주당,12.2
80,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),702,전라북도 전주시,전주시 거주 만 18세 이상 남녀,9.40%,±3.7%p,95%,성·연령·지역별 가중(셀가중),강성희,진보당,10.5
80,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),702,전라북도 전주시,전주시 거주 만 18세 이상 남녀,9.40%,±3.7%p,95%,성·연령·지역별 가중(셀가중),임정엽,무소속,9.1
80,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),702,전라북도 전주시,전주시 거주 만 18세 이상 남녀,9.40%,±3.7%p,95%,성·연령·지역별 가중(셀가중),성치두,더불어민주당,3.3
81,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),704,전라북도 익산시,익산시 거주 만 18세 이상 남녀,13%,±3.7%p,95%,성·연령·지역별 가중(셀가중),최정호,더불어민주당,35.1
81,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),704,전라북도 익산시,익산시 거주 만 18세 이상 남녀,13%,±3.7%p,95%,성·연령·지역별 가중(셀가중),조용식,더불어민주당,25
81,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),704,전라북도 익산시,익산시 거주 만 18세 이상 남녀,13%,±3.7%p,95%,성·연령·지역별 가중(셀가중),심보균,더불어민주당,23.1
81,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),704,전라북도 익산시,익산시 거주 만 18세 이상 남녀,13%,±3.7%p,95%,성·연령·지역별 가중(셀가중),임형택,조국혁신당,5.3
81,2026-01-31~02-01,조원씨앤아이,뉴스1전북,무선 ARS 전화조사 (가상번호 100%),704,전라북도 익산시,익산시 거주 만 18세 이상 남녀,13%,±3.7%p,95%,성·연령·지역별 가중(셀가중),최병관,더불어민주당,3.7
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),박찬대,더불어민주당,36.5
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),유정복,국민의힘,23.7
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),이학재,국민의힘,5.6
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),윤상현,국민의힘,5.5
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),배준영,국민의힘,4.4
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김교흥,더불어민주당,4
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),박남춘,더불어민주당,4
82,2026-01-31~02-01,(주)알앤써치,기호일보,무선 ARS 전화조사 (가상번호 100%),1002,인천광역시,인천시 거주 만 18세 이상 남녀,5.60%,±3.1%p,95%,성·연령·지역별 가중(셀가중),정일영,더불어민주당,1.7
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),윤재옥,국민의힘,4.1
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),이진숙,국민의힘,22.6
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),유영하,국민의힘,4.7
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),주호영,국민의힘,12.7
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),최은석,국민의힘,3
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),추경호,국민의힘,14.4
83,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),홍석준,국민의힘,3.5
84,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김부경,더불어민주당,34.5
84,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),추경호,국민의힘,39.7
85,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김부경,더불어민주당,35.6
85,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),이진숙,국민의힘,43.1
86,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김부경,더불어민주당,34.4
86,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),주호영,국민의힘,36.3
87,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김부경,더불어민주당,38.1
87,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),윤재옥,국민의힘,29.7
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김재원,국민의힘,5.6
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),윤재옥,국민의힘,3.3
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),이강덕,국민의힘,2.9
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),이진숙,국민의힘,19.1
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),이철우,국민의힘,7.7
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),주호영,국민의힘,10.8
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),최경환,국민의힘,7
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),추경호,국민의힘,12.4
88,2026-02-05~06,리서치 웰,뉴데일리,무선 ARS 전화조사 (가상번호 100%),805,대구광역시,대구시 거주 만 18세 이상 남녀,5.60%,±3.5%p,95%,성·연령·지역별 가중(셀가중),홍석준,국민의힘,3.1
89,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이재준,더불어민주당,31.5
89,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),안교재,국민의힘,14.5
89,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이봉준,국민의힘,11.8
89,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),황대호,더불어민주당,8.4
89,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),권혁우,더불어민주당,5.8
90,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이재준,더불어민주당,34
90,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),권혁우,더불어민주당,6.9
90,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),황대호,더불어민주당,6.5
91,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),안교재,국민의힘,18.1
91,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이봉준,국민의힘,12.7
92,2026-02-03~04,리얼미터,인천일보,무선 ARS 전화조사 (가상번호 100%),502,경기도 수원시,수원시 거주 만 18세 이상 남녀,5.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이재준,더불어민주당,50.3
